Document_ID,clean_text,Sentiment
822,love film dont know morgan freeman voice acting even music know tell amazing story,Positive
823,man finished shawshank redemption let tell hit like right hook red here thing im fresh outta brutal breakup feeling lost like andy dufresne prison yard movie man gave flicker hope spark fight freedomit aint grand escape though andy pulling pretty damn sweet tiny victory chipping away wall metaphorical literal confine like andy carvin chess piece outta soap bit bit year year thats resilience got ta find knowand red man dude got wisdom dripping like rain he seen good bad ugly aint lost hope tell andy hope good thing maybe best thing good thing ever dy line man stuck like lifeline reminder even darkest depth there chance claw way back lightnow aint sayin im gon na tunnel apartment rock hammer shawshank redemption something showed even youre stuck even youre beat there way fight back finding hope way crawl shawshank life maybe maybe find redemption sidethats movie left yearold bruised heart newfound spark eye hey andy dufresne make maybe,Positive
824,people wonder hate movie much say purely unoriginal mean cmon many time heard story guy who wrongfully accused crime somehow escape prison using stupid spoon there one thing look movie got originality ill let go based novel musical cmon plot unoriginal doesnt deserve credit,Negative
825,surprise movie simply tremendous review probably wont even seen many people gave star review guarantee check star review either wont bunch year old talking crap love movie rare stephen king movie better book deserves many reward acting phenomenal even say found flaw havent watched already probably highly recommend searching movie better book waste time,Positive
826,movie end credit roll music cue music come attached feeling feeling loud throb heart feeling fade wanted write itthe shawshank redemption masterpiece every way morgan freeman voice melt heart acting solid movie start wall new funny make acquaintance friend time pass think go never felt cramped despite several theme flowing per scene smooth pace incredible nearing end wished last little longer damn hoped hope good thingah im institutionalizedhigest recommendation,Positive
827,eassycart sellercentric marketplace since inception thats dont make money listing fee monthly store fee sneaky fee provide oneclick publishing major buyer channel pay advertising cost behalf make sale although marketplace focus exclusively promoting brand buyer eassycart platform allows seller make sale build brand developing relationship customer building online business take vision dedication time need know youre building solid foundation,Neutral
828,opinion better ordinary monte cristo story know greatest escape tale time escape greater hero ordinary man patient hopeful watch first minute film may think social silly story minute minute recognize wrong brilliant storya never seen powerful drama best thing movie relation characterslike hatingand true friendship like one tim robin morgan freemani like movie advice every one planet watch soon possible,Positive
829,director definately knew got highly emotional sad script desk deborah get two actor hollywood saddest face even theyre cry tearjerker make time wont take chance joking aside movie good please stop cry write review also joke,Neutral
830,movie excellence best mind great watch long movie want end thats one besides point acting best youll see story golden havent seen get,Positive
831,shawshank redemption world best movie ever made remember movie throughout life pls pls watch movie change perspective,Positive
832,say perfect movie time hold true one exception find fault shawshank redemption indeed perfect film ever one wildly entertaining extremely insightful wont want blink fear missing something able identify sympathize main character friend provides greatest bit narration film ever exaggeration furthermore learn something fellow human being watching film work art bit real life production value amazing ten oscar,Positive
833,shawshank redemption lost academy award best picture new visual effect technology utilized forrest gump addition shawshank made box office gross gump received far press coverage due visual effect used film gump great film deserved oscar visual effect story compare brilliance shawshank ability see tom hank shaking hand dead president white house amazed movie goer box office receipt amazed academy member shawshank amazing story outstanding film whereas gump series vignette exploited new visual effect technology,Positive
834,impression since early ninenties especially green fried tomato released movie regarding human relation andor tragedy using narative spine became fashionablecountless movie followed dont care mention inferior original tried follow one shawshank redemptionsure mellow love story life prison objectively hardbut somehow typical ingredient therethe film mostly sad melodramatic one even consider romantic waydespite strong cast good storyline avoid characteristic cliche sadly deprive real replay valuerent dvd wont disapointed viewing second best movie time aint know wont feel need watch happens least movie really classicsnot bad movie highly overrated five star,Neutral
835,best movie ever ive seen time never get boring,Neutral
836,great movie first heard stephen king one author didnt expect good dont enjoy horror movie later understood wasnt horror movie watched enjoyed every minute excellent performance morgan freeman tim robbins,Positive
837,shawshank redemption depressing story although may made sound way lot life humor warmth friendship build andy red even excitement suspense although expect mostly film allegory holding onto sense personal worth despite everything film perhaps little slow middle passage maybe part idea give u sense leaden passage time glory final redemption,Neutral
838,absolutely best movie seen lifetime im hardcore action fan sat watched movie never checked time movie compelling tim robbins give great performance nonetheless morgan freeman character add emotion movie always catch movie tnt watch end end fantastic leaf tingle know mean morgan freeman line get busy living get busy dying one remember add much feeling movie entire thing flawless isnt line scene place entire thing sat thinking hard movie got headed nearest shop movie going,Positive
839,struggle find people hate film opinion thats fair enough cant help think hate film great reputationit probably greatest movie time screenplay direction cast right special edition dvd cover art film geniusso sad overshadowed two film year believe must forrest gump oscar pulp fiction cool dude think someone boast seeing shawshank cinema deserves medalfrank darabont tim robbins morgan freeman deserve praise theyve received since theyve gone great careersi dont need go story etc majority know good film isif havent watched,Positive
840,film deserves something like forced score drastically attempt right terrible injustice donewho voting film highly nice film nice film best film time assume voted people liked shocking ending happiness brought morgan freeman voice caressing earsthere also seriously unpleasant rape scene none character much particularly depressing suicide scene make idea people stop giving film ridiculous rating people like counterbalance undeserved rating mean one please say,Neutral
841,absolute must see film generation anyones lifetime quite possibly history film hope perseverance front center theme blockbuster anyone age race either sex religion see promise youll wish share everyone know dont think another prison movie aboutthis one beyond clich expect career performance morgan freeman tim robbins bob gunton james whitmore along side many outstanding character performance supporting cast can not emphasizethe importance film personally thank everyone involved producing enormous telling steven king masterpiece become source daily inspiration continue watch several time year day thank,Positive
842,wasnt bad movie mean fact pretty good good story good acting fairly dramatic key element place reading book amazing watching drawn film version isnt compared modern junk thats shawshank pretty solid overall truly overrated time silly,Neutral
843,movie easily one greatest movie time shawshank redemption adaptation stephen king novella titled rita hayworth shawshank redemption movie truly masterpiece perfect casting tim robbins morgan freeman lesson learn emotion touched friendship made overall redemption every character got way made movie special movie teach hope institutionalization mean stuck one place long ever know show darkness prison conclusion movie hand one greatest movie ever ill definitely rewatch future,Positive
844,dumbfounded exorbitant praise movie almost frighteninglike cult watched last night completely underwhelmed half emotional charge dozen prison flick mention dramatic category yes story ok good great acting found largely insipid predictable grab like story redemption christmas carol wonderful life see citing two film offended cheesy sentimentality well done shawshank simply nothing new say new way say reason writing review demonstrate indeed people swept away movie otherwise would bothered film simply interesting enough,Positive
845,share sentence movie take strong man save great man save another fear hold prisoner hope set free,Positive
846,friday march watched shawshank redemption first time movie netflix id heard decided watch havent seen movie want spoilerfree review go watch movie watch thats im saying need formulate opinion thing im going diving spoiler havent seen movie go watch soon possibleso saw movie netflix decided watch knew number one imdb year knew endless praise considered masterpiece usually amount praise would get hyped film didnt eager watch set expectation low preparing let think done effectively opening movie little slower rest went thinking would disappointed movie ever live expectation greatest movie time let tell wrong wrong film absolutely blew away every expectation shattered dont usually review movie one put much mind masterpiece first time watching easily within top three movie time probably number two number one competition dark knight movie doesnt feel like movie time flew watching absolutely immersed world soon andy arrived shawshank first part little slow became incredible morgan freeman narration red really add lot story get completely immersed within mind character whole time interested character drama built perfectly end genuinely disappointed movie overi think thing really set shawshank apart take time movie afraid go rabbit trail twist turn around brook story praised death really deserves showcasing prison institutionalize people done well brook make sad say sequence like would left cutting room floor studio nowadays movie also spends time developing tommy showing lesson andy murdered warden captain hadley warden also done really well dont want waste time breaking character countless essay describing symbolism plentiful biblical reference character end sequence pay extremely rewarding way take character journey need get endlet tell never felt surge emotion movie felt andy finally broke free thrust arm wide open thundering rain every muscle body told get celebrate heart beating chest far one greatest scene ever crafted score swell incredible surge music match swell emotion within definitely satisfying moment movie ive ever seeni think scene touch intimate level represents everything human spirit watching movie dont think bright happy story isnt end realize whole movie hope human spirit think aided wonderfully welldone gloomy scene never felt empty sense within sat couch jaw dropped floor watching fat prisoner get brutally beaten first night movie r rating doesnt feel needed gritty violence serf purpose shawshank redemption r rating required story told simply wouldnt work without scene including time andy get beaten sistersand course whole story enhanced even told red point view said earlier narration give sense intimacy viewer character point completely forgot watching movie even movie loved adored entire life dark knight simply deliver experience shawshank redemption im watching dark knight know im watching movie however good may may many time ive seen something like dark knight fact watched shawshank first time honest dont plan rewatch movie time foreseeable future im quite scared rewatch wont dont want diminish masterpiece getting back point red narration think especially useful end movie really set u believe andy killed happened brook earlier movie totally work red get prison narration brings u mindset institutionalized time something hope point movie start realize hope theme ending beautifully show far hope power human spirit take youoverall absolutely loved film made feel emotion havent felt long time loved deep level barely movie reach crafted masterful way phenomenal cinematography story dialogue character performance score course set shawshank prison,Positive
847,masterpieceone best best movie ever madewish chance watch st time againa top movie doubt,Positive
848,anyone like film ive never met shawshank redemption film doesnt sound interesting first hear banker protest innocence wife lover killed befriends group prisoner change everyones life better sound great people see film honestly come away loving every frame tim robbins great morgan freeman greater supporting cast perfect william sadler bob gunton clancy brown gil bellow stand well james whitmore acting since give best performance brook least received oscar nod havent seen film go see cant think movie id rather watch rainy afternoon anytime matter frank darabont involved horror film became bigtime name film unfortunately green mile nowhere close comparing film remembered forever great achievement star,Positive
849,best inspirational movie hope good thing best thing hope,Positive
850,first saw movie hype thought passable flick nothing special certainly keeping usual schmaltz expected nonhorror stephen king work fact exception morgan freeman excellent performance found imminently forgettable lo came academy award surprising nomination best picture even worse came belated hype legion fan could understand adoration movie sugarcoated saccharine movie forrest gump worse gumps unpalatable cuteness however shawshanks genre clichãs rape scene prisoner pet etc noone seen escape alcatraz birdman alcatraz shawshank possibly overrated film ever made fact emphasised place imdb top,Positive
851,first time saw shawshank redemption time amazed movie could present much emotion grown taste movie also still rank shawshank favorite film one could watch every day rest life seen film pity rent local blockbuster implore step away computer go nearest store buy movie morgan freeman tim robbins give performance make question humanity definitely learn something benefit person yet see film must word andy get busy livin get busy dyin,Neutral
852,say movie simply awesome adorable great brilliant excellent best ever movie seen entire life surely worth top decade got know movie watched surprise zillion time better thought even new sensation dark knightwhich best genre legendary acting late heath ledger could match thisi watched movie many time even bored itthe greatest performance actor morgan freeman favorite actor tim robbins worth watchthe story every thing prison life friendship bonding hopenever loose supporting cast also convincing realistici give give thati suggest watch sure u love,Positive
853,cant believe waited year see film often saw commercial advertising film tnt never enough interest sit watch bought movie fiancãe im glad finally got see film easily one greatest film time couldnt believe outstanding job done actor ive seen script level one never seen many strong performance entire castmorgan freeman incredible red narrates action better voiceover ive ever heard surprised tim robbins reason still thought nuke laloosh never dreamed kind acting ability story incredible dialogue keep entire film rolling two half hour go like nothing also applaud william sadler showed great versatility watch bill ted bogus journey die hard see mean film intriguing well inspiring time found inwardly cheering andy escape shawshank even happy shown emerging sewer tunnel reunion red almost tearjerking movie managed happy ending without seeming another unrealistic hollywood endingthis film definitely mustsee seen braveheart though thought fantastic doesnt come anywhere near power shawshank redemption doubt another cast ensemble incredible acting talent ever match one easily imdbcom scale,Positive
854,fear hold prisoner hope set free,Positive
855,shawshank redemption simply brilliant classic masterpiece received lot critical acclaim largely praised audience yes deserves praisethe story fantastic entire movie superbly written based stephen king book rita hayworth shawshank redemptionthe acting amazing every actor film give bestthe soundtrack soundtrack also praised film full brilliant songsthe direction nothing criticize directing either thats really great tooin conclusion amazingly good enjoyable masterfully made film,Positive
856,great moive famous feeling boring seeing shiw,Positive
857,shawshank redemption exciting emotional excursion best jail movie ever made sure there suspense surprise true greatness show human spirit triumphing impossible odds pair great actor nice script shawshank redemption wind getting,Positive
858,nice movie,Positive
859,best movie ever seen best movie ever seen story full ups down stress constantly encourages watch,Positive
860,best movie ever even close good movie good movie great movie certainly isnt greatlike others pointed way overrateddont need review many already done wanted add another voice small group people acknowledge getting way much praisethis doesnt even come close godfather film,Positive
861,perfection story everything else like idea andy gon na escape he cell beautiful masterpiece love freindship innocent whole time,Positive
862,whilst rita hayworths shawshank redemption opinion standard run mill novella film doesnt justice almost destroys stephen king novella way film set turn amazing character arc andy duffrane portrayed throughout movie amazing show way shawshank prison effect duffrane also effect prisoner scene duffrane play music prison record player really show restricted prisoner prison life really effected also show character prisoner appreciation andy duffrane love show consequence action one best scene movie ever also think foreshadowing andy dufrane digging rock hammer genius end reveal rock falling poster brilliant mention brilliant narrating morgan freeman make film much better already,Positive
863,l nothing sayits story hopeand use montage techniquea deep suspenselt tru everyone love,Positive
864,can not see film rated highly sure watchable nicely inoffensive really much nothing really happens film bloke going prison somewhere along line think must missed something think least hundred better film saying morgan freeman tim robbins flawless though latter best film always hudsucker proxy incidentally better film,Positive
865,hope good thing never give hope hope free,Positive
866,six palestinian hero escaped israeli jail tunnel today monday real hero,Neutral
867,probably best thing movie message never loosing hope andydufrane didnt knew hole could end long would take dig th hole could caught moment never lost hope hope encouraged dig hole rockhammer red morgan freeman predicted would take man year hope let crawl throug yard long sewer tunnel inmate prison thought,Positive
868,loved movie every character acting phenomenal,Positive
869,movie full suspension drama excitement knowledge etc loved movie previously watching movie thought prisoner go feel know understand innocent ðÿ,Positive
870,fear hold prisoner hope set free people wing bright even darkest prison world can not encircle long time film tell simple story redemption exchange freedom besides belief drive film moving also make many people grow,Positive
871,one best movie give u inspiring message one never give hisher life,Positive
872,movie told u value patience definately recommended,Neutral
873,shawshank redemption story well redemption like film quentin tarantino extra dose melodrama orchestral music drive tear overly dramatic dialog plot twist come far left field even night shylamalan would cringe hard time seeing movie relatively laid backwhich best part film slows whenever need take time story two prisoner bond one wrongfully accused man hoping find way one man given hope random act kindness help earn redemptionsee redemption title use thinking theme morgan freeman perfectly cast film give one best performance life every one line line prisoner somebody paid pretend prisonerthe movie lack sense reality poorly supervised chain gang subplot sinister warden even fact man allowed keep tool made chipping away rock cellthe film would worked stage play easily expect detachment reality film like pretend reality film also like make conclusive statement immediately retract themthis movie heart spill screen watch character monologue getting point movie long movie never bothered contrary think shame four hour movie never get released day still two half hour plus monologue reiterating plot point two half hour much,Neutral
874,finished watching imdb top rated movie staggering wonder scored high rating well guess seemingly simple yet unexpected ultimately hopeful plot make stand even absence mind blowing scene like action movie üé paint thought üí provoking soul searching heartwrenching yet eventually upbeat story hope yes hope finally helped character regain belonged shall say particularly like following quote philosophical really requires fair bit thinking truly immerse movie life come simple choice youre either busy living busy dying remember red hope good thing maybe best thing good thing ever diestruly well said arent,Positive
875,say already hasnt said nothing amazing amazing character iconic line scene ended sat big smile face minute watch,Positive
876,great movie there shawshank redemption timeless filled hope many time pure magic wont write everything already written many time many,Positive
877,nice movie love awesome give star movie touched heart,Positive
878,shawshank redemption absolutely terrific movie show tim robbins morgan freeman two finest actor alive today predict year shawshank held true american classic flawless film one regret never saw big screen think odd name shawshank redemption fact stephen king story kept away initially thank goodness cable tv urge anyone read please see movie best film ever seen life hope,Positive
879,wonder film high rating quite literally breathtaking say much story acting foundation movie make feel sometimes see movie day cant remember movie fall love see never forget itfriendship hope ultimate story life overcoming adversityi understand many people classify best movie time mine got havent seen havent seen see amazing,Positive
880,best movie ever seen entire life movie live history,Positive
881,absolutely incredible movie masterpiece keep watching till end time,Positive
882,perfection little movie masterpiece people reason give movie ten,Neutral
883,one best movie friendship ive ever seen also one best prison movie found better robert redford castle morgan freeman perfect usual say tim robbins reached top performance also career wish couple come together another movie kind important im sure spectator taste watched film morgan freeman say best normally prefers play film like sevenkiss girlsalong came spider think think kind film stay top chart,Positive
884,morgan freeman one iconic role give outstanding performance red deep soulful narration add depth emotional resonance film making perfect choice character red journey transition hardened criminal believer redemption hope beautifully portrayed freeman chemistry robbins nothing short magicalthe supporting cast also shine memorable performance bob gunton ruthless warden norton william sadler sympathetic inmate heywood character shawshank state penitentiary add richness story providing glimpse harsh reality prison life transformative power friendshipthe shawshank redemption visually stunning film thanks brilliant cinematography roger deakins way capture starkness prison environment juxtaposes moment breathtaking beauty testament mastery craft film iconic scene andys escape sewage pipe triumphant emergence pouring rain etched cinematic historythomas newman hauntingly beautiful score elevates emotional impact film music weave seamlessly narrative enhancing audience connection character struggle recurring motif hope score becomes character underscoring film central themeat core shawshank redemption story enduring power hope despite bleak oppressive environment shawshank state penitentiary andy dufresnes unwavering belief possibility redemption determination live life term serve beacon hope around theme resonates deeply audience making film timeless classic continues inspire upliftthe film emotional impact profound impossible watch without moved whether camaraderie among inmate movie night heartbreaking story fellow prisoner moment triumph redemption shawshank redemption elicits range emotion tear cheer,Positive
885,yes simply magnificent piece work remains powerful moving probably always willits year forget masterpiecethis movie strong human faith spirit beeven difficult moment remain strong believe justicethis shawshank abouti never read steven king novel definitely proud director frank darabont passion desire making powerful faithful adaptation king worka moving film superb performance actor real credit go tim robbins wrongfully accused andy dufresne whose spirit help find freedom morgan freeman elli red redding serf lifelong sentence hope freed guiltthroughout movie witness much sufferinginjustice sorrow thats make character pleasant worth sympathizing forandys desire become free man truly magical also difficult adventurebut never loses hope help succeedthe final scene andy elli meet outside steel cage prison phenomenal touchingit real shame movie great didnt win single oscar although nominationsê real unfairness cause movie indeed better forrest gumpin conclusion ill say shawshank timeless masterpiece deserves top greatest film time,Positive
886,watch movie great work,Positive
887,good point movie already stated post stick point feel detracted movie movie never gripped never really felt emotionally involved character even though year passed story never got sense time passing movie storyline span decade character werent prisoner onedimensional overall pretty good movie dont think belongs top,Positive
888,best drama ever seen morgan freeman beyond amazing one favorite aspect movie story perfect genuinely can not think single critique movie advise drop whatever watch,Positive
889,starring tim robbins morgan freeman james whitmore directed frank darabont american drama directed frank darabont walked without oscar name lion share attaining critical acclaim attracting audience movie prof way film devoid oscar still counted masterpiece set film smart banker andy dufresene imprisoned killing wife lover though claim innocence thrown prison shawshank befriends smuggler elli boyd red redding alias red morgan freeman film exhibit different prisoner inside shawshank andy tends befriend except sister called try kill andy little fun protagonist shown passing time creating artistic stone carving watching sexy hollywood actress wall cell film take u ride inside prison cop take entirely soul life prisoner andy banker plunged money laundering business one cop warden warden man principle wait inside money hungry beast even concept old prisoner brook whitemore spent year life prison get institutionalized end hanging death released shawshanks add exciting plot film film basically andys year imprisonment inside shawshanks friendship fellow inmate thing inside prison also get illegal sometimes shawshanks redemption film terrific ending watch urge watch,Neutral
890,shawshank begin first two minute seems nothing madefortv movie however story progress find amazing really yet film contains rape beating suicide make feel good end frank darabont manages well green mile give warm feeling ending like love way follows subplot brook right kill touching see old man let prison without routine belonged prison outside worldyou forget time watching movie suck move havent seen shawshank missed one finest movie ever made dont worry youre beyond redemption watch,Positive
891,hadnt seen film today never would rented hadnt seen high top wouldnt great loss pretty good movie bit sappy taste give lot warm feeling inside persistence adversity hope friendship good stuff youre well put together feature good acting beautiful score oh could considered spoiler given prison movie ending nice predictable cute corny hurt art,Positive
892,see goof submission area feel compelled comment movie fatal flawsandys cell consistently laid even right night escape sat bed staring rachel welch poster lie flaw andy crawled snug tunnel depicted clothes tow get poster lay flat even appeared glued wall flat even warden commotion rock throwing openair cell never moved poster given sanitation pipe area equally open subject draft air movement would easily moved poster nailing tacking velcro taping even tried exit foot first would move furniture given height tunnel access ground guard found nothing unusual cell andy vanished thin airthe sanitary pipe leaf lot desired well thickwalled pipe diameter would need sawcut two place section removed order allow enough room andys body fit armed rock would taken andy another year get pipe director would better installing manhole accesslast least wool suit andy wear bank look spectacular crumpled plastic bag hour bank opened given location rain soaked prison clothes time day yard crawl andy would hastily changed rain suit would ruined unless packing london fog topcoat would make visit dry cleaner twoday wait clothes best wish would pack tripsredemption good movie great one,Positive
893,cant believe didnt win anything morgan freeman suoerb tim robbins win award yes movie made touch soul make feel good grateful,Positive
894,good movie excellent screenplay directing casting fantastic everyone fit part like hand glove whole story flow smoothly forget makebelievei told one friend many time watch film took year actually finished said took long movie soooo good,Positive
895,human slave situation make himher instituionalised three step process first feel uncomfortable next becomes habituate last becomes dependent ithope precious thing make person alive whatever situation moment hope keep alivelove shouldnt closed book one bother open love expressed yourselvesyour skill main strength utilised irrespective situation one know come aroundpeople use religion cover hide crimethese four key message derived movie highestrated movie imdb simple storyline toecurling butterfly tummy feeling suspense watching get thatshawshank penitentiary controlled religious ruthless corrupted warden named norton bob gunton henchman captain hadley clancy brown show mercy prisoner situation know punish devilish way one day andy dufresne tim robbins arrives shawshank convicted murdering wife illegitimate boyfriend sentence double life imprisonment banker reputed bank country befriends red morgan freeman long time red appears many time front parole board every time rejected run gang jail area exchange cigarette supply anything prisoner one day andy demand hammer big poster rita hayworth agrees pay many cigarette red want red manages hammer andy delivered brook james whitmore fellow librarian prison nearly year andy bullied prisoner lead nearly dead stay prison hospital long time come back cell find big poster rita welcome note red give friendship gift andy involves brook prison library eventually prof worth library manages get fund book government continuously pursuing sending letter relentlessly also enormous skill finance banking andy prof value warden official filling tax file also serf warden hide black money hence warden becomes quite faithful andy also keep red assistant documentation activity year prison andy share feeling red dream live zihuatanejo mexican coastal town pacific ocean people call city memory andy belief stay would forget sad memory red frustrated feel hope get paroled ever penitentiary andy convinces red shouldnt lose hope instead make hope alive remembered brook paroled couple year ago serving year prison became frustrated outside world miss shawshank badly committed suicide red belief like brook also becomes institutionalised andy also tell didnt kill wife illegitimate lover feel failed express depth love wife proper way thats wife committed adultery andy blame wife committed adultery eventually killed someonewill andy ever get prison red ever get parole prison andy ever stay dream place wantsthe shawshank redemption receives positive review critic nominates category oscar category golden globe award didnt receive themthe acting freeman robbins remarkable also storyline contains lot learning insight movie watcher watch movie utmost concentration would get movie good source motivation,Neutral
896,outside frank darabonts directorial piece de resistance look promising script purloined littleknown stephen king novella hacked padded sentimental hollywood schmaltz tend yield cinematic gold king master unnerving psychological drama would never trite tag one story vague syrupy axiom like fear hold prisoner hope set free ñ kind corny meddling smack ad men tugging mercilessly heart string ripping freshness originality every project come across also immediately wary prison melodrama especially word redemption title ñ predictablethese thought first contemplated watching shawshank redemption almost decade ago nothing like hype fervour surround movie rapturous breathless testimony friend mine go something philistine came picture believe previous favourite film robin hood prince thief forgive scepticismstill research going yup thought idealistic young man banged crime didnt commit ñ ill bet soon bear brunt pentup sexual aggression misanthropic fellow inmate whats befriends institutionalised black guy played morgan freeman would imagine hell providing wise voiceover throughout perhaps whimsically tinged ingenuous southern drawl warden hell stern godfearing fellow steelrimmed spectacle shady secreti went along watched anyway course social diary teenager hardly cramfull sat soon realized right count still watched past grim depiction new recruit raped beaten guard lag past scene roof insurance advice icecold beer past bittersweet tale brooksys freedom tommy williams fateful revelation watched everchanging poster andy dufresnes wall end like everybody else cinema emerged blinking dryofmouth heart soaringteenagers arent supposed awash optimism joy slouch scowl lock room stereo full blast despite couldnt take big soppy grin face shake shiver spine watching shawshank redemption smiled hard cheek achedbecause cynical young sod like didnt realize film formulaic reason can not reinvent wheel every time also learnt redemption done right moving satisfying cinematic theme shawshank excels simplicity mean great prison drama cool hand luke ooze wellö cool young paul newman screen god film end slavish homage prison revenge flick murder first sleeper spring mind obsessed action courtroom finger pointing thoughtful resolution protagonist bitter angry characterisation crisp yet understated tim robbins dufresne draw empathy respect equal measure freeman red extraordinary dignity meet served year murder committed kid angst aggression gradually ebbed away revered man get thing inside ability procure contraband made influential ñ much ever free man ñ instead using bully menace fellow con sits back quiet reflection red redemptiondufresne meanwhile grander plan come fruition splendid fashion unusually see red eye leaf u wideeyed incredulous warden throw pebble raquel welsh midriff usually favour retrospective voiceover lazy mawkish device often used paper plot hole lack imagination one different suppose voice freeman sound like gargling heady mixture rich new england soil spitting whiskey quiet wholly convincing ñ much subsequent authoritative presidential ramblings deep impact language us easy uncomplicated breathtakingly effectivehis first night joint andy dufresne cost two pack cigarette never made sound say new convict refuse buckle wryly encapsulating intricacy friendship based mutual respect true affectionwho ever forget red old man excited hardly sit still hold thought head shuffle along stone wall cornfield towards big oak tree andys hidden treasure ñ true moment silver screen magic get busy livin get busy dyin final maxim stage matter cold hardnosed purport defy lump throat maybe ad men got right,Neutral
897,watching movie need keep mind claim relex end movie teach plan never fail execute plan ðÿ make success life dream come true,Positive
898,absolutely mindblowing movie great script direction acting,Positive
899,good performance freeman robbins good writing best move ever nope gave libertarian feeling freedom power corruption apparently quite bit stronger either darabont stephen king,Positive
900,prison film epic feel understated calling masterpiece truly rarely film stayed long top imbd tree nothing since compare seen time grow older still feel fresh watching first time time way scene weaved together make even enjoyable watch witness character grow story become believable prison would institutionalise dehumanise person main character andy dufrane overcomes brings hope masterpiece can not watch feel character see red redemption come away feeling invigorated experience tarring roof brook suicide prole hearing red important part hope truly inspires feel get busy living get busy dying powerful message end,Positive
901,towards end dealing freeman loneliness felt feeling believable criminal people say guy nice hardcore criminal people make mistake guy mistake bigtime scale one line remain forever get busy livin get busy dyingwell get busy watching get busy goin,Neutral
902,im saying shawshank redemption bad movie way perfect storytelling seamless unquestionable character bright strong villain motivation hero idiot event justified circumstance push hero independent action god many film many time worth time emotional energy shawshank redemption quiet meditative movie hard watch time impossible personally worry character look fake created specifically story can not imagined circumstance outside picture lack deep meaning possibility different interpretation character happening annoying general may type end one opinion,Neutral
903,read short story rita hayworth shawshank redemption high school enjoyed quite bit vaguely remember movie theater dont think anyone know actually went see imagine surprise almost year later rated movie ever made imdb user finally chance see movie im still surprisedthis isnt bad movie good movie way good movie certainly great movie better casablanca better citizen kane better seven samurai dont think cornball melodrama even better first star war could possibly account movie inexplicable popularityas say bad movie acting generally good freeman robbins typically excellent roger deakins photography course gorgeous story compelling pageturner stephen king storiesyet story much fantasy king horror novel presented serious drama prison life tenacity human spirit make mistake every emotion every significant action movie foreshadowed highlighted generally telegraphed degree there absolutely doubt director expects react storyline character simplistically drawn movie wouldnt rung significantly le true army vampire appeared final reel mawkish sentimental highly manipulative movie evil character pure unadulturated evil good character unsullied embodiment pure nobility male equivalent one lifetime channel movie woman abusive boyfriend sleep sister steal car poison cat kidnaps developmentally disabled daughter another state pure melodrama great performance photography make enjoyable watch cant change fact freeman voiceover notwithstanding fairy taleits hard really care anyone movie character struggle completely cliched cartoony never seems least chance robbins sprit broken rest prisoner rarely seem perturbed incarceration prisoner hogan hero something plot twist near end telegraphed almost two hour advance isnt really question movie ending differently left beautifullyfilmed wellacted movie without slightest hint subtlety nuance ambiguity sort movie enough give hypocritical selfrighteously religious warden wall hanging say judgement cometh right soon also cut quick shot hanging right warden get comeuppance make sure one single person audience miss incredible ironyits supposed celebration triumph spirit since never seems slightest chance robbins spirit wont triumph left genuine suspense would get waiting cavalry appear oldtime western could aboveaverage bmovie turned overwrought hamhanded pretentious melodrama,Positive
904,love film bit even though hard watch,Positive
905,admit ignored film thought violent film set prison bleak experience seeing last holy week movie moved inspired film hope faith friendship determination gut prisoner life whether job family life social issue name becomes routinary yet never dared grow ahead thing outside wall never discovered film teach use dream talent positive outlook life determined push next level really inspiring film watch something could share teach people given hope faith indeed quickly became one latest movie bible time whenever feel hopeless watch film revitalized pursue dream recover lossesget busy living get busy dying,Neutral
906,deep powerful actor beautiful engaging film dont tap enjoy minute minute advise take pen pen see video write tip teach use later life end film youll feel real sense freedom youll feel sadness sorrow saw film none happened put way strongly suggest,Positive
907,amazing movie watch time time time,Positive
908,film totally amazing favourite film time film humanizes character prison something dont see many hollywood film dehumanize prison character also depicts cruelt prison well character movie amazing even side character engaging watch actually tested end movie strongly recommend film havent watched yet,Positive
909,great movie question great answer would nothingthe story good outcome obvious great acting superb line tim robbins andy dufresne suffer feel joy morgan freeman magnificent red narrating like chocolate ear many great line quoted worth remembering like prison life consists routine routine music thomas newman fantastic soar movie giving right mood sad many time always fit seen movie fifth time keep getting better im looking forward seeing time passed know something new notice another reason great havent talked anyone didnt like number one spot imdbs top people must likelove masterpiece havent found flaw history though find error goof list forest gump ran oscar year seems unfair obviously lot people toowhy second best movie absolute favorite always good bad ugly like movie completely different reason like im huge fan clint eastwood sergio leone spaghetti western shawshank redemption almost everyone know agrees mei hope come movie like hope many people see enjoy movie hope,Positive
910,movie see forget totally fine art creative good acting performed character special hero movie,Positive
911,stephen king story usually translate well movie carrie running man occasionally king story done right shining stand movie probably best group brilliant story matched brilliant screenplay cast great professional robbins freeman relatively unknown actor movie man survive even future look darkest one time favorite movie,Positive
